id,year,month,date,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel,day,popularity
8119,1,6,9,5,1337,0.403745318,0.999999999,0.658045976,11,0,1,0,4.736724009,5,world,sunday,0
8120,1,6,9,7,881,0.477765108,,0.639784945,34,32,30,0,4.597048808,7,other,sunday,1
8121,1,6,9,10,377,0.49865229,,,13,7,,0,4.525198939,10,technology,sunday,0
8122,1,6,9,7,1466,0.40776699,0.999999999,,27,21,1,0,4.404502046,10,technology,sunday,1
8123,1,6,9,9,504,0.488095237,0.999999997,0.671232874,8,2,1,0,4.932539683,8,world,sunday,0
8124,1,6,9,15,1332,0.273890143,,,8,3,,0,4.621621622,7,entertainment,sunday,0
8125,1,6,10,8,269,0.578544059,0.999999994,,8,4,1,0,4.87732342,6,bussiness,monday,0
8126,1,6,10,10,764,0.499999999,,0.660831508,7,7,25,0,4.35078534,6,technology,monday,0
8127,1,6,10,7,260,0.578947366,0.999999995,0.626373623,3,3,25,0,4.623076923,6,bussiness,monday,0
8128,1,6,10,11,901,0.434285714,0.999999998,0.568457538,7,7,,0,4.501664817,10,technology,monday,1
8129,1,6,10,5,1085,0.458292443,,,13,5,9,0,4.811981567,10,technology,monday,1
8130,1,6,10,8,397,0.552971575,0.999999996,0.636690645,10,7,25,0,4.763224181,10,technology,monday,0
8131,1,6,10,12,380,0.563186812,0.999999996,0.625468162,12,12,25,1,4.486842105,6,technology,monday,1
8132,1,6,10,8,501,0.513800424,0.999999997,,3,3,25,0,4.437125749,9,technology,monday,1
8133,1,6,10,10,255,0.57723577,0.999999994,0.628571425,3,3,25,0,4.576470588,8,technology,monday,0
8134,1,6,10,6,296,0.551724136,0.999999994,0.668571425,9,7,1,1,4.39527027,7,technology,monday,0
8136,1,6,10,12,332,0.593846152,0.999999995,,5,,1,0,4.68373494,7,bussiness,monday,0
8138,1,6,10,12,366,0.590659339,0.999999996,,13,0,1,0,4.956284153,10,world,monday,0
8139,1,6,10,8,141,0.695652169,,,2,1,0,1,4.021276596,8,entertainment,monday,0
8140,1,6,10,7,490,0.550102248,0.999999996,,11,7,,0,4.704081633,8,world,monday,0
8141,1,6,10,9,759,0.474761254,0.999999998,0.604554864,10,9,24,1,4.615283267,7,technology,monday,0
8142,1,6,10,8,660,0.48366013,0.999999998,0.609452735,13,1,11,0,4.445454545,8,technology,monday,1
8143,1,6,10,12,314,0.592233008,0.999999995,0.703517584,8,4,1,0,4.821656051,6,entertainment,monday,0
8145,1,6,10,7,557,0.393410852,0.999999997,0.472560974,7,3,37,1,4.486535009,8,technology,monday,1
8146,1,6,10,16,104,0.73529411,0.999999982,0.910714269,5,4,0,0,4.432692308,10,bussiness,monday,0
8147,1,6,10,8,690,0.588502268,,,11,1,1,0,4.808695652,7,lifestyle,monday,1
8148,1,6,10,6,296,0.61188811,0.999999995,,17,3,1,0,5.158783784,5,world,monday,0
8149,1,6,10,9,362,0.542613635,0.999999996,0.653846151,4,4,25,0,4.491712707,9,technology,monday,0
8150,1,6,10,10,546,0.592592591,0.999999997,,10,0,1,0,5.126373626,9,world,monday,0
8151,1,6,10,11,1135,0.428186714,0.999999998,0.607305935,2,2,25,0,4.337444934,7,technology,monday,1
8152,1,6,10,13,1091,0.420801526,0.999999998,,11,11,12,1,4.423464711,8,technology,monday,0
8153,1,6,10,11,0,0,0,,0,0,0,0,0,10,technology,monday,1
8155,1,6,10,11,1040,0.462355212,0.999999999,,21,1,1,0,5.486538462,5,bussiness,monday,0
8156,1,6,10,12,417,0.385922329,,,6,3,10,1,4.738609113,8,entertainment,monday,0
8157,1,6,10,10,695,0.489633173,,0.575057735,49,6,,0,4.55971223,5,entertainment,monday,0
8159,1,6,10,11,272,0.697761191,0.999999994,0.857988161,7,6,0,1,4.536764706,4,,monday,0
8160,1,6,10,9,834,0.488621151,0.999999998,,36,3,25,0,4.351318945,10,other,monday,0
8161,1,6,10,12,168,0.727272723,0.999999991,0.839285707,6,6,0,1,4.55952381,10,entertainment,monday,1
8162,1,6,10,9,634,0.482982171,,0.595533497,18,8,1,0,4.782334385,10,technology,monday,1
8163,1,6,10,9,162,0.754716976,0.999999991,,7,6,0,1,4.641975309,10,other,monday,1
8165,1,6,10,8,580,0.526881719,0.999999997,,12,9,25,0,4.581034483,10,technology,monday,1
8166,1,6,10,6,275,0.595588233,0.999999994,0.777070059,4,3,1,0,4.414545455,4,entertainment,monday,0
8167,1,6,10,11,116,0.765217385,,,10,8,,0,4.836206897,8,other,monday,1
8168,1,6,10,6,766,0.426098535,0.999999998,0.523166022,7,7,25,0,4.750652742,8,technology,monday,1
8169,1,6,10,10,329,0.633540371,,,4,2,1,1,4.674772036,4,entertainment,monday,0
8170,1,6,10,11,702,0.465288035,0.999999998,,8,7,8,0,4.613960114,9,entertainment,monday,0
8171,1,6,10,10,429,0.517730495,0.999999996,,6,4,1,0,4.762237762,10,world,monday,0
8172,1,6,10,10,168,0.609271519,0.999999988,0.749999991,4,3,1,0,4.19047619,7,bussiness,monday,1
8173,1,6,10,10,315,0.463022507,,,2,2,,1,4.250793651,6,entertainment,monday,0
8174,1,6,10,8,456,0.47427293,0.999999997,,3,3,16,0,4.664473684,7,entertainment,monday,0
8175,1,6,10,9,126,0.639344257,,,5,3,1,1,4.261904762,8,entertainment,monday,0
8176,1,6,10,8,974,0.479079497,,0.658163264,16,4,1,0,4.729979466,6,social media,monday,1
8177,1,6,10,11,164,0.654320984,,0.744897952,2,2,1,0,4.536585366,7,entertainment,monday,1
8178,1,6,10,11,476,0.585526315,,,8,7,0,17,4.476890756,10,entertainment,monday,0
8179,1,6,10,7,116,0.713043472,,0.765432089,6,1,,1,4.896551724,9,lifestyle,monday,0
8180,1,6,10,14,165,0.670886072,0.99999999,0.783505147,1,1,1,0,4.606060606,6,technology,monday,0
8182,1,6,10,12,277,0.545454543,,0.652694607,10,3,1,0,4.584837545,6,world,monday,0
8183,1,6,10,6,370,0.537604455,0.999999996,0.618852456,3,2,25,0,4.489189189,6,technology,monday,1
8184,1,6,10,7,0,0,,0,0,0,0,1,0,7,world,monday,0
8185,1,6,10,10,146,0.730496449,0.999999989,0.840425523,5,5,1,0,4.712328767,9,entertainment,monday,1
8186,1,6,10,7,254,0.6064257,0.999999994,0.748387092,2,,1,0,4.748031496,9,technology,monday,1
8187,1,6,10,9,156,0.703947364,0.999999989,0.840425523,8,,0,1,4.256410256,5,social media,monday,0
8188,1,6,10,7,3023,0.313627254,0.999999999,0.509388249,71,1,1,0,4.476678796,10,bussiness,monday,1
8189,1,6,10,7,289,0.594890509,0.999999994,,7,3,1,0,4.671280277,8,bussiness,monday,0
8190,1,6,10,12,237,0.620253162,0.999999993,0.761904757,6,5,,0,4.919831224,9,world,monday,1
8191,1,6,10,11,647,0.624790619,,,29,6,1,0,4.754250386,4,entertainment,monday,0
8192,1,6,10,13,142,0.635036492,0.999999989,0.761363628,6,3,1,0,5,5,bussiness,monday,0
8193,1,6,10,10,93,0.806451604,,,7,1,0,0,4.688172043,5,other,monday,1
8194,1,6,10,8,232,0.554112552,0.999999993,,14,3,10,0,4.74137931,8,other,monday,0
8195,1,6,10,9,270,0.54230769,,0.584999997,8,,25,0,4.655555556,9,technology,monday,0
8196,1,6,10,8,320,0.549019606,,0.613636361,9,5,25,0,4.546875,7,technology,monday,0
8197,1,6,10,10,532,0.48737864,0.999999997,0.622418877,6,,16,0,4.569548872,7,entertainment,monday,0
8198,1,6,10,10,504,0.494824016,0.999999997,0.630225078,7,7,1,14,4.492063492,8,entertainment,monday,0
8200,1,6,10,7,180,0.559322031,,0.663793098,16,5,1,0,4.538888889,7,entertainment,monday,0
8201,1,6,10,14,363,0.495626821,0.999999996,,34,4,24,0,4.980716253,8,other,monday,0
8202,1,6,11,10,422,0.516129031,0.999999996,,36,,0,0,4.644549763,6,other,tuesday,1
8204,1,6,11,8,758,0.553160919,0.999999998,0.703124998,29,3,16,2,4.463060686,7,other,tuesday,1
8205,1,6,11,9,213,0.58163265,0.999999992,0.689075624,5,3,1,0,4.713615023,4,bussiness,tuesday,0
8206,1,6,11,14,1164,0.425347222,,0.604135893,8,3,1,1,4.733676976,9,bussiness,tuesday,0
8207,1,6,11,9,153,0.697986572,,,2,1,1,0,5.124183007,6,technology,tuesday,0
8209,1,6,11,9,609,0.50751252,,0.71556886,13,12,,0,4.354679803,7,technology,tuesday,1
8210,1,6,11,12,128,0.682539677,0.999999986,0.869565205,5,4,0,0,4.3046875,10,technology,tuesday,1
8211,1,6,11,10,232,0.687224667,,,8,,1,0,4.711206897,7,other,tuesday,1
8213,1,6,11,8,388,0.602209943,0.999999996,,17,4,1,0,4.533505155,9,entertainment,tuesday,1
8214,1,6,11,7,636,0.522580644,,0.666666665,7,3,1,0,4.880503145,8,world,tuesday,0
8217,1,6,11,11,356,0.696319016,0.999999996,,4,3,0,21,4.536516854,6,other,tuesday,1
8218,1,6,11,8,151,0.682119201,,,7,,1,1,4.847682119,7,other,tuesday,1
8219,1,6,11,8,1800,0.409631728,,0.617790811,40,0,1,6,4.812222222,9,bussiness,tuesday,0
8220,1,6,11,10,165,0.749999995,0.99999999,0.904761896,3,2,0,0,4.757575758,9,lifestyle,tuesday,1
8221,1,6,11,9,390,0.604838708,,0.727626456,16,3,1,0,4.769230769,9,entertainment,tuesday,0
8222,1,6,11,9,402,0.554726367,0.999999996,0.724696353,11,9,1,0,5.320895522,9,world,tuesday,1
8223,1,6,11,8,580,0.486910994,,,3,3,,0,4.6,8,bussiness,tuesday,0
8225,1,6,11,11,921,0.452380952,,0.601801801,22,7,13,0,4.251900109,8,technology,tuesday,1
8226,1,6,11,8,256,0.67330677,0.999999994,,7,5,0,0,4.75390625,9,lifestyle,tuesday,0
8227,1,6,11,4,118,0.71052631,0.999999987,0.82051281,8,4,1,0,4.966101695,5,bussiness,tuesday,1
8228,1,6,11,10,374,0.566395662,0.999999996,,11,7,1,0,4.86631016,8,technology,tuesday,1
8229,1,6,11,12,435,0.528735631,0.999999996,0.643636361,10,9,1,0,5.124137931,8,world,tuesday,0
8230,1,6,11,8,161,0.715189869,,0.846938767,5,2,1,0,4.726708075,8,technology,tuesday,1
8231,1,6,11,9,390,0.582446807,0.999999996,0.711538459,12,0,1,0,4.725641026,6,other,tuesday,1
8232,1,6,11,12,799,0.175879397,0.999999998,,5,4,60,1,4.88485607,9,entertainment,tuesday,1
8233,1,6,11,13,578,0.488695651,,0.760416664,3,0,1,0,4.029411765,10,bussiness,tuesday,1
8234,1,6,11,10,835,0.477108433,,0.671259841,17,1,1,0,5.252694611,5,bussiness,tuesday,0
8235,1,6,11,9,336,0.601208457,0.999999995,0.762626259,6,3,1,0,4.758928571,4,entertainment,tuesday,0
8236,1,6,11,8,708,0.472103004,0.999999997,,7,,1,0,4.405367232,10,technology,tuesday,1
8237,1,6,11,13,759,0.429521276,0.999999998,0.598607887,7,4,1,0,4.515151515,8,bussiness,tuesday,1
8238,1,6,11,9,308,0.530944624,0.999999994,,7,5,0,0,4.555194805,6,technology,tuesday,1
8239,1,6,11,9,685,0.481089258,,0.606557376,20,3,1,0,4.745985401,4,entertainment,tuesday,0
8240,1,6,11,12,153,0.722222217,0.99999999,,4,3,0,10,4.607843137,6,entertainment,tuesday,0
8241,1,6,11,9,143,0.692857138,0.999999988,0.827160484,1,,0,1,4.545454545,6,other,tuesday,0
8242,1,6,11,12,297,0.624573377,,0.743718589,7,2,1,3,4.61952862,8,entertainment,tuesday,0
8243,1,6,11,10,289,0.579861109,,0.760479037,3,3,,1,4.69550173,8,world,tuesday,0
8245,1,6,11,8,291,0.547038326,,0.657608692,7,0,1,0,4.615120275,9,entertainment,tuesday,0
8246,1,6,11,10,460,0.516411377,0.999999996,,12,9,1,0,5.176086957,10,world,tuesday,0
8247,1,6,11,10,900,0.472502805,,0.660377357,7,6,,1,4.768888889,10,world,tuesday,0
8248,1,6,11,12,598,0.538720538,0.999999997,,15,0,1,0,5.157190635,10,world,tuesday,0
8250,1,6,11,10,479,0.528761061,,,11,7,1,0,5.041753653,8,world,tuesday,0
8251,1,6,11,6,179,0.604519771,,,3,1,1,0,4.87150838,6,social media,tuesday,0
8252,1,6,11,10,520,0.548449611,,0.736507934,7,2,1,1,4.4,9,social media,tuesday,0
8253,1,6,11,11,582,0.520905922,0.999999997,0.670299726,2,2,9,0,4.58419244,5,entertainment,tuesday,0
8254,1,6,11,12,1280,0.418897637,,0.660322107,15,5,1,2,4.66640625,9,technology,tuesday,1
8255,1,6,11,14,298,0.702602228,,0.797872336,4,3,0,21,4.375838926,5,other,tuesday,0
8256,1,6,11,7,1788,0.367404883,0.999999999,0.522952295,47,4,1,0,4.877516779,10,technology,tuesday,0
8257,1,6,11,8,435,0.5521327,,0.669039144,9,7,24,1,4.590804598,10,technology,tuesday,0
8258,1,6,11,7,85,0.788235285,0.999999981,0.826923061,4,1,0,0,5.423529412,6,other,tuesday,1
8259,1,6,11,10,153,0.675496684,0.999999988,,3,1,0,1,4.202614379,5,bussiness,tuesday,0
8260,1,6,11,10,662,0.48079877,,0.653543305,6,2,,1,4.53776435,7,bussiness,tuesday,0
8261,1,6,11,7,824,0.522533495,,,6,1,1,0,4.525485437,6,bussiness,tuesday,0
8262,1,6,11,13,535,0.484905659,0.999999997,0.649999998,10,0,1,0,4.773831776,6,social media,tuesday,1
8263,1,6,11,8,1587,0.376193507,0.999999999,,24,2,1,1,4.781978576,8,social media,tuesday,1
8264,1,6,11,10,502,0.584337348,0.999999997,0.776315787,14,,,0,4.64940239,7,social media,tuesday,1
8265,1,6,11,6,1578,0.390555201,,,17,5,1,0,4.839036755,8,lifestyle,tuesday,1
8266,1,6,11,9,1095,0.418367347,0.999999998,0.591049382,27,2,,1,4.83652968,10,technology,tuesday,1
8267,1,6,11,6,381,0.701058199,0.999999996,0.888429748,11,0,,0,4.902887139,9,lifestyle,tuesday,0
8268,1,6,11,11,4089,0.354854608,1,0.565438373,53,3,2,0,4.607483492,8,lifestyle,tuesday,1
8269,1,6,11,6,306,0.584967318,0.999999995,0.703296699,13,12,1,0,4.754901961,6,social media,tuesday,0
8270,1,6,11,8,668,0.506024096,0.999999998,,17,0,1,0,4.949101796,8,technology,tuesday,1
8271,1,6,12,9,287,0.582706765,0.999999993,0.748299315,6,2,1,0,4.111498258,5,entertainment,wednesday,0
8272,1,6,12,11,748,0.452091767,,,5,,1,1,4.663101604,7,entertainment,wednesday,0
8273,1,6,12,8,324,0.536277601,,0.668367344,8,2,1,0,5.040123457,6,world,wednesday,0
8274,1,6,12,10,638,0.514195583,0.999999997,0.689119169,13,0,1,0,4.959247649,9,world,wednesday,1
8275,1,6,12,9,982,0.436532507,0.999999998,0.592346089,20,5,,0,4.893075356,7,social media,wednesday,1
8276,1,6,12,8,295,0.569343064,0.999999994,0.679999996,10,6,1,0,4.474576271,8,bussiness,wednesday,0
8277,1,6,12,8,0,0,0,,0,0,0,0,0,8,other,wednesday,0
8278,1,6,12,8,553,0.56882591,,,35,3,16,0,4.450271248,6,other,wednesday,0
8279,1,6,12,12,431,0.512254901,,0.623574142,23,3,,0,4.645011601,10,other,wednesday,0
8280,1,6,12,12,90,0.825581386,,0.907407391,5,0,0,2,4.5,6,other,wednesday,1
8281,1,6,12,10,321,0.529595014,0.999999994,,6,3,1,0,4.376947041,5,bussiness,wednesday,1
8282,1,6,12,9,567,0.503610107,0.999999997,0.657971013,9,,1,0,4.862433862,7,technology,wednesday,0
8283,1,6,12,11,152,0.659999996,0.99999999,,10,,5,0,4.776315789,8,other,wednesday,0
8284,1,6,12,8,717,0.46403385,0.999999998,0.645161289,8,4,1,1,4.447698745,10,bussiness,wednesday,0
8286,1,6,12,13,350,0.553571427,0.999999995,,6,4,1,0,4.202857143,7,bussiness,wednesday,0
8289,1,6,12,10,223,0.645739907,0.999999993,0.789855067,4,2,1,0,4.479820628,8,bussiness,wednesday,0
8290,1,6,12,8,234,0.639484976,,,5,1,1,0,5.055555556,5,bussiness,wednesday,1
8291,1,6,12,6,233,0.640692638,,0.746376806,6,4,1,0,5.021459227,6,social media,wednesday,1
8292,1,6,12,11,578,0.482517482,0.999999997,0.658682633,8,7,1,0,4.98615917,6,bussiness,wednesday,1
8293,1,6,12,6,644,0.477449455,0.999999997,,9,6,1,0,4.369565217,6,social media,wednesday,1
8294,1,6,12,9,505,0.503968253,,,8,7,1,0,4.902970297,8,world,wednesday,0
8295,1,6,12,9,278,0.585551329,,,14,3,1,0,5.341726619,9,world,wednesday,0
8296,1,6,12,8,235,0.617021274,0.999999993,0.778571423,10,0,1,0,4.540425532,8,technology,wednesday,0
8297,1,6,12,9,137,0.711111106,0.999999989,0.866666657,6,1,0,0,4.759124088,3,technology,wednesday,1
8298,1,6,12,7,383,0.569553804,0.999999995,0.738532107,7,3,1,0,4.164490862,4,social media,wednesday,1
8299,1,6,12,6,355,0.601719196,0.999999995,0.834146337,9,5,,0,4.54084507,6,technology,wednesday,1
8300,1,6,12,13,116,0.754385958,0.999999986,0.928571415,7,5,0,0,4.99137931,10,technology,wednesday,0
8301,1,6,12,12,419,0.556109724,0.999999995,,10,1,1,17,4.028639618,10,social media,wednesday,1
8302,1,6,12,10,565,0.563071297,0.999999997,0.744868033,12,2,8,1,4.495575221,7,other,wednesday,0
8303,1,6,12,9,139,0.727941171,0.99999999,0.795918359,9,4,1,0,4.899280576,10,technology,wednesday,1
8304,1,6,12,11,1740,0.377647059,0.999999999,,9,7,33,0,4.349425287,8,technology,wednesday,1
8305,1,6,12,7,123,0.747967474,0.999999985,,3,0,1,0,4.723577236,7,lifestyle,wednesday,0
8306,1,6,12,13,284,0.526881719,0.999999994,,7,,15,0,4.538732394,5,other,wednesday,1
8307,1,6,12,13,1160,0.283831283,0.999999999,0.314079422,14,5,92,0,4.305172414,9,entertainment,wednesday,1
8308,1,6,12,9,304,0.651006709,0.999999995,0.79459459,14,7,1,0,4.618421053,4,entertainment,wednesday,0
8309,1,6,12,13,870,0.494047618,0.999999998,0.68181818,16,3,0,11,4.568965517,4,other,wednesday,1
8310,1,6,12,11,262,0.648221341,,,6,3,1,0,4.870229008,7,entertainment,wednesday,0
8311,1,6,12,12,318,0.70547945,0.999999995,0.826315785,5,2,0,21,4.358490566,4,other,wednesday,0
8312,1,6,12,10,130,0.705426351,,,2,2,0,1,4.915384615,5,bussiness,wednesday,1
8313,1,6,12,11,142,0.737588647,0.999999989,0.863157886,2,1,0,1,4.950704225,6,entertainment,wednesday,1
8314,1,6,12,7,1159,0.413703382,,0.605783865,12,11,17,0,4.460742019,8,technology,wednesday,1
8315,1,6,12,8,309,0.511551153,0.999999995,,5,4,12,0,4.394822006,7,entertainment,wednesday,0
8316,1,6,12,11,421,0.51932367,,0.707207204,14,13,1,0,4.413301663,9,technology,wednesday,0
8317,1,6,12,11,191,0.65384615,0.999999992,0.805084739,4,1,1,0,4.701570681,5,bussiness,wednesday,0
8318,1,6,12,10,133,0.646616536,0.999999988,,3,1,0,1,4.812030075,5,bussiness,wednesday,0
8320,1,6,12,8,224,0.630841119,0.999999993,0.744827581,12,3,,8,4.834821429,6,other,wednesday,0
8321,1,6,12,9,80,0.794871785,,,2,1,1,1,5.0875,8,other,wednesday,0
8323,1,6,12,13,661,0.546282245,,0.75184275,23,0,1,0,5.072617247,10,world,wednesday,0
8324,1,6,12,10,265,0.576612901,0.999999993,,3,3,1,0,4.041509434,6,technology,wednesday,1
8325,1,6,12,12,638,0.524879614,0.999999997,,12,0,1,0,4.710031348,10,world,wednesday,0
8327,1,6,12,14,1276,0.378442171,0.999999998,,6,5,1,1,4.162225705,10,entertainment,wednesday,0
8329,1,6,12,10,384,0.545931757,0.999999996,0.702127657,9,6,,0,5.057291667,7,social media,wednesday,1
8330,1,6,12,9,539,0.537593984,0.999999997,0.726688101,21,0,1,0,4.575139147,9,entertainment,,0
8331,1,6,12,10,717,0.532775453,0.999999998,0.746411481,8,3,1,0,4.744769874,10,,,1
8332,1,6,12,10,210,0.648780485,0.999999992,0.714285709,10,2,6,0,4.69047619,6,other,wednesday,0
8333,1,6,12,8,358,0.63305322,0.999999996,0.792951538,12,10,0,1,4.793296089,8,technology,wednesday,0
8334,1,6,12,10,801,0.406130268,,0.546413501,24,3,8,1,4.493133583,5,other,wednesday,1
8335,1,6,12,9,226,0.713567836,0.999999993,0.806896546,7,4,0,26,4.800884956,9,lifestyle,wednesday,1
8336,1,6,12,10,774,0.458823529,,0.6008316,13,,1,0,4.869509044,5,social media,wednesday,1
8338,1,6,12,10,795,0.509020618,0.999999998,0.67142857,29,3,15,10,4.821383648,8,other,wednesday,1
8339,1,6,12,8,483,0.541666666,0.999999997,0.678688522,14,,,1,4.68115942,9,technology,wednesday,1
8340,1,6,12,8,168,0.715151511,0.999999991,0.801886785,5,,,0,4.755952381,6,bussiness,wednesday,0
8341,1,6,12,10,133,0.730158724,0.999999988,,1,0,0,1,4.706766917,5,entertainment,wednesday,1
8342,1,6,13,8,242,0.548245612,,,10,5,1,0,4.371900826,10,bussiness,thursday,0
8343,1,6,13,14,254,0.607594934,,0.773722622,4,0,1,0,4.503937008,5,technology,thursday,1
8344,1,6,13,10,475,0.503171246,,0.648083621,10,6,0,1,4.903157895,7,lifestyle,thursday,1
8345,1,6,13,5,329,0.606153844,,,9,7,1,0,4.744680851,7,,thursday,1
8346,1,6,13,7,291,0.672413791,0.999999994,0.860335191,9,0,1,0,4.786941581,8,lifestyle,thursday,0
8347,1,6,13,6,932,0.496696035,,0.677304963,17,0,1,0,4.810085837,9,bussiness,thursday,0
8350,1,6,13,8,721,0.42319277,,,8,0,1,0,4.115117892,10,technology,thursday,0
8352,1,6,13,8,1659,0.393010423,0.999999999,,20,6,1,8,4.440626884,7,other,thursday,1
8353,1,6,13,9,666,0.378461538,0.999999998,0.480487804,8,6,17,0,4.5,9,technology,thursday,1
8354,1,6,13,8,214,0.687499997,,,8,5,1,0,4.719626168,8,world,thursday,0
8356,1,6,13,11,112,0.766355133,0.999999984,,6,3,0,0,4.473214286,8,bussiness,thursday,1
8357,1,6,13,13,517,0.501002003,0.999999996,,7,,1,0,4.394584139,4,social media,thursday,1
8359,1,6,13,6,286,0.591549294,0.999999995,,3,2,,0,4.867132867,5,bussiness,,0
8360,1,6,13,9,339,0.565088756,0.999999995,0.724999996,7,4,1,0,4.657817109,7,technology,thursday,1
8361,1,6,13,11,83,0.81249999,0.999999979,,4,1,1,0,4.325301205,6,bussiness,thursday,0
8362,1,6,13,9,314,0.536741212,,0.731707313,9,3,,0,4.538216561,4,social media,thursday,0
8363,1,6,13,7,228,0.649122804,0.999999993,0.812499994,10,,,0,4.850877193,9,technology,thursday,0
8364,1,6,13,11,236,0.598290596,0.999999994,,6,5,1,0,5.139830508,7,world,thursday,0
8365,1,6,13,9,340,0.576119401,,0.787564763,13,6,0,1,4.508823529,10,technology,thursday,1
8366,1,6,13,9,277,0.632958799,0.999999995,0.765027318,8,3,,0,4.606498195,6,entertainment,thursday,0
8367,1,6,13,12,335,0.594512193,,0.747474744,6,1,0,1,4.232835821,8,other,thursday,0
8368,1,6,13,11,1245,0.457395498,0.999999999,,12,5,1,0,4.665060241,9,world,thursday,1
8369,1,6,13,9,257,0.537549405,0.999999994,,4,3,1,0,4.704280156,10,entertainment,thursday,0
8370,1,6,13,11,556,0.521178636,0.999999997,0.679525221,6,,1,0,4.532374101,9,bussiness,thursday,0
8371,1,6,13,14,0,0,0,0,0,0,10,10,0,8,entertainment,thursday,1
8373,1,6,13,9,846,0.436081242,,,17,0,1,0,4.763593381,10,world,thursday,0
8374,1,6,13,11,348,0.608187133,0.999999996,,9,2,0,1,4.603448276,4,entertainment,thursday,1
8375,1,6,13,15,197,0.698979588,,0.870689648,4,4,1,0,4.583756345,5,entertainment,thursday,0
8376,1,6,13,8,1079,0.444756554,0.999999998,0.670668953,10,0,1,0,4.109360519,6,lifestyle,thursday,0
8377,1,6,13,7,944,0.404094827,,,1,1,8,2,4.328389831,9,entertainment,thursday,1
8378,1,6,13,8,505,0.563008129,0.999999997,,15,,1,0,4.667326733,8,lifestyle,thursday,1
8379,1,6,13,9,213,0.595238092,0.999999992,,3,2,0,0,4.755868545,7,lifestyle,thursday,1
8380,1,6,13,7,246,0.628571426,,0.80555555,5,3,0,0,4.715447154,7,technology,thursday,1
8381,1,6,13,9,202,0.723618087,0.999999992,,4,2,1,0,4.737623762,10,lifestyle,thursday,0
8382,1,6,13,9,564,0.458256029,0.999999997,,31,2,0,0,4.753546099,4,other,thursday,1
8383,1,6,13,15,280,0.602888084,0.999999994,0.741379306,5,5,0,1,4.360714286,5,entertainment,thursday,1
8384,1,6,13,9,319,0.650943394,0.999999995,0.830097083,11,0,1,0,5.090909091,10,technology,thursday,0
8385,1,6,13,8,297,0.608996538,0.999999994,0.75428571,6,,,1,4.824915825,8,lifestyle,thursday,1
8386,1,6,13,8,637,0.518459068,0.999999997,0.686684071,9,8,11,3,4.384615385,8,entertainment,thursday,0
8387,1,6,13,10,551,0.593806921,,,22,11,1,0,4.916515427,9,world,thursday,0
8388,1,6,13,10,623,0.495049504,,0.656249998,6,2,1,0,4.447833066,8,bussiness,thursday,0
8389,1,6,13,11,1877,0.441223832,0.999999999,0.636048526,5,2,99,0,4.466169419,6,other,thursday,1
8390,1,6,13,11,358,0.539325841,,0.641025638,2,2,1,0,4.893854749,6,world,thursday,0
8391,1,6,13,10,395,0.533163264,,0.694214873,5,1,1,1,5.194936709,7,world,thursday,0
8393,1,6,13,7,272,0.595588233,,0.748387092,5,1,,0,4.988970588,5,bussiness,thursday,1
8394,1,6,13,10,207,0.599033814,0.999999992,0.714285709,5,3,1,0,5.09178744,8,world,thursday,0
8395,1,6,13,6,380,0.621333332,0.999999996,0.751999997,11,,1,0,4.936842105,6,social media,thursday,1
8396,1,6,13,10,335,0.579579578,0.999999995,,17,5,1,7,4.71641791,5,social media,thursday,0
8397,1,6,13,6,913,0.456159822,,,14,3,1,0,4.556407448,8,lifestyle,thursday,1
8398,1,6,13,6,170,0.746913576,,,8,5,1,0,4.676470588,9,social media,thursday,1
8399,1,6,13,10,234,0.649572647,,,7,4,0,0,4.521367521,8,technology,thursday,1
8400,1,6,14,15,118,0.754237282,0.999999986,0.902777765,8,4,0,0,5.025423729,9,bussiness,friday,0
8401,1,6,14,11,191,0.674033145,0.999999992,,7,4,1,0,5.005235602,6,bussiness,friday,0
8404,1,6,14,7,492,0.588842974,0.999999997,,9,7,1,0,4.762195122,5,entertainment,friday,0
8405,1,6,14,8,203,0.643216077,,0.79838709,3,2,0,0,4.57635468,10,lifestyle,friday,0
8406,1,6,14,12,759,0.515873015,0.999999998,0.737819024,8,3,1,0,4.604743083,8,lifestyle,friday,0
8408,1,6,14,10,93,0.760869557,0.999999983,,4,3,0,1,4.52688172,7,entertainment,friday,1
8409,1,6,14,10,89,0.77528089,0.999999982,0.872727257,4,2,0,0,4.808988764,7,other,friday,0
8410,1,6,14,10,413,0.53883495,0.999999996,0.701195216,6,0,1,0,5.079903148,8,bussiness,friday,0
8412,1,6,14,8,866,0.458726415,0.999999998,0.629277565,38,8,1,0,4.98960739,10,technology,friday,0
8413,1,6,14,12,513,0.492957745,0.999999997,,7,2,,1,4.962962963,6,world,friday,0
8414,1,6,14,8,1329,0.404503105,0.999999999,0.545238095,37,9,1,0,5.052671181,7,bussiness,friday,1
8415,1,6,14,8,377,0.559556785,0.999999996,,15,3,11,11,4.421750663,4,other,friday,1
8417,1,6,14,9,321,0.566037734,0.999999994,0.743016756,5,5,1,0,4.647975078,4,technology,friday,1
8418,1,6,14,11,355,0.57142857,0.999999995,0.719047616,5,4,1,0,5.022535211,5,social media,friday,1
